Id,Rol,Sexo,Edad,Fecha fallecimiento,Rango edad,Num víctimas,Fecha,Año,Mes,Día,Hora completa,Hora,Lugar del hecho,Tipo de calle,Calle,Cruce,Dirección normalizada,Comuna,Xy (caba),Pos x,Pos y,Participantes,Victima,Acusado,Coordenada x,Coordenada y,Barrios,Día semana
2020-0016,PEATON,MASCULINO,68,2020-03-09,Entre 61-80,1.0,2020-02-29,2020.0,2.0,29.0,13:00:00,13.0,"ALEM,LEANDRO N. AV. 770",AVENIDA,"ALEM, LEANDRO N. AV.",,"ALEM, LEANDRO N. AV. 770",Comuna 1,Point (108435.94625268 103377.11105009),-58.37133616,-34.59879316,PEATON-PASAJEROS,PEATON,PASAJEROS,108435.94625268,103377.11105009,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Sabado
2020-0017,PEATON,MASCULINO,0,2020-03-05,Menos de 20,1.0,2020-03-05,2020.0,3.0,5.0,23:00:00,23.0,BELGRANO AV. Y RINCON,AVENIDA,BELGRANO AV.,RINCON,BELGRANO AV. y RINCON,Comuna 3,Point (106159.7089575 101676.89316862),-58.39613805,-34.61413568,PEATON-AUTO,PEATON,AUTO,106159.7089575,101676.89316862,BALVANERA - SAN CRISTOBAL,Jueves
2020-0018,CONDUCTOR,MASCULINO,31,2020-03-09, Entre 21- 40,1.0,2020-03-09,2020.0,3.0,9.0,14:00:00,14.0,"UDAONDO, GUILLERMO AV. 901",AVENIDA,"UDAONDO, GUILLERMO AV.",,"UDAONDO, GUILLERMO AV. 901",Comuna 13,Point (101309.75947342 109680.73260642),-58.44903073,-34.54200276,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,101309.75947342,109680.73260642,BELGRANO - COLEGIALES - NUÃ‘EZ,Lunes
2020-0019,PEATON,FEMENINO,80,2020-03-10,Más de 80,1.0,2020-03-10,2020.0,3.0,10.0,21:00:00,21.0,CONSTITUCION Y CASTRO,CALLE,CONSTITUCION,CASTRO,CONSTITUCION y CASTRO,Comuna 5,Point (103995.88773205 100088.27591278),-58.41972364,-34.6284667,PEATON-AUTO,PEATON,AUTO,103995.88773205,100088.27591278,ALMAGRO - BOEDO,Martes
2020-0020,PEATON,FEMENINO,74,2020-03-17,Entre 61-80,1.0,2020-03-13,2020.0,3.0,13.0,17:30:00,17.0,"PUEYRREDON AV. Y GOMEZ, VALENTIN",AVENIDA,PUEYRREDON AV.,"GOMEZ, VALENTIN","PUEYRREDON AV. y GOMEZ, VALENTIN",Comuna 3,Point (105281.81064188 102627.51469425),-58.40571596,-34.60557123,PEATON-MOTO,PEATON,MOTO,105281.81064188,102627.51469425,BALVANERA - SAN CRISTOBAL,Viernes
2020-0021,PEATON,FEMENINO,87,2020-03-14,Más de 80,1.0,2020-03-14,2020.0,3.0,14.0,16:50:00,16.0,"BRAVO, MARIO 1279",CALLE,"BRAVO, MARIO",,"BRAVO, MARIO 1279",Comuna 2,Point (104475.21054309 103813.59469342),-58.4145159,-34.59488319,PEATON-AUTO,PEATON,AUTO,104475.21054309,103813.59469342,RECOLETA,Sabado
2020-0022,PASAJERO_ACOMPAÑANTE,MASCULINO,44,2020-04-07,Entre 41-60,1.0,2020-04-07,2020.0,4.0,7.0,06:15:00,6.0,"DELLEPIANE, LUIS, TTE. GRAL. Y ESCALADA AV.",AUTOPISTA,AUTOPISTA DELLEPIANE LUIS TTE. GRAL.,ESCALADA AV.,AUTOPISTA DELLEPIANE LUIS TTE. GRAL. y ESCALADA AV.,Comuna 9,Point (99113.17852207 96319.06728520),-58.47297505,-34.66245085,AUTO-CARGAS,AUTO,CARGAS,99113.17852207,96319.0672852,LINIERS - MATADEROS - PARQUE AVELLANEDA,Martes
2020-0023,CONDUCTOR,MASCULINO,44,2020-05-03,Entre 41-60,1.0,2020-04-09,2020.0,4.0,9.0,18:42:00,18.0,"ARAOZ DE LAMADRID, GREGORIO, GRAL. Y BROWN, ALTE. AV.",AVENIDA,"ARAOZ DE LAMADRID, GREGORIO, GRAL.","BROWN, ALTE. AV.","ARAOZ DE LAMADRID, GREGORIO, GRAL. y BROWN, ALTE. AV.",Comuna 4,Point (109662.97469484 99142.83907419),-58.35791192,-34.63695178,AUTO-CARGAS,AUTO,CARGAS,109662.97469484,99142.83907419,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Jueves
2020-0024,CONDUCTOR,MASCULINO,53,2020-04-24,Entre 41-60,1.0,2020-04-24,2020.0,4.0,24.0,07:58:00,7.0,MURGUIONDO 1339,CALLE,MURGUIONDO,,MURGUIONDO 1339,Comuna 9,Point (95900.63845367 97502.71514770),-58.50801713,-34.65177305,AUTO-AUTO,AUTO,AUTO,95900.63845367,97502.7151477,LINIERS - MATADEROS - PARQUE AVELLANEDA,Viernes
2020-0025,PEATON,MASCULINO,0,2020-05-12,Menos de 20,1.0,2020-05-12,2020.0,5.0,12.0,05:35:00,5.0,RIVADAVIA AV. 2551,AVENIDA,RIVADAVIA AV.,,RIVADAVIA AV. 2551,Comuna 3,Point (105568.73999229 102163.66359236),-58.40258477,-34.60975108,PEATON-AUTO,PEATON,AUTO,105568.73999229,102163.66359236,BALVANERA - SAN CRISTOBAL,Martes
2020-0026,CONDUCTOR,MASCULINO,28,2020-05-17, Entre 21- 40,,,,,,,,,,,,,,,,,,,,,,,
2020-0027,PEATON,MASCULINO,76,2020-05-18,Entre 61-80,1.0,2020-05-18,2020.0,5.0,18.0,08:00:00,8.0,"DELLEPIANE, LUIS, TTE. GRAL. Y MONTIEL",AVENIDA,"DELLEPIANE, LUIS, TTE. GRAL.",MONTIEL,"DELLEPIANE, LUIS, TTE. GRAL. y MONTIEL",Comuna 8,Point (98224.62123059 93867.97738800),-58.48267426,-34.68454456,PEATON-CARGAS,PEATON,CARGAS,98224.62123059,93867.977388,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Lunes
2020-0028,PEATON,MASCULINO,91,2020-05-23,Más de 80,1.0,2020-05-19,2020.0,5.0,19.0,10:00:00,10.0,"SCALABRINI ORTIZ, RAUL AV. Y WARNES AV.",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",WARNES AV.,"SCALABRINI ORTIZ, RAUL AV. y WARNES AV.",Comuna 15,Point (101908.88028543 103000.62674037),-58.44248936,-34.60221948,PEATON-PASAJEROS,PEATON,PASAJEROS,101908.88028543,103000.62674037,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Martes
2020-0029,PEATON,MASCULINO,80,2020-06-12,Más de 80,1.0,2020-06-10,2020.0,6.0,10.0,14:00:00,14.0,"PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",GRAL PAZ,"PAZ, GRAL. AV.","ROFFO, ANGEL H., DR.","PAZ, GRAL. AV. y ROFFO, ANGEL H., DR.",Comuna 9,Point (93967.75484753 98933.33634522),-58.52909134,-34.63886726,PEATON-PASAJEROS,PEATON,PASAJEROS,93967.75484753,98933.33634522,LINIERS - MATADEROS - PARQUE AVELLANEDA,Miercoles
2020-0030,CONDUCTOR,MASCULINO,40,2020-06-16,Entre 41-60,1.0,2020-06-16,2020.0,6.0,16.0,15:00:00,15.0,SAN MARTIN AV. 1550,AVENIDA,SAN MARTIN AV.,,SAN MARTIN AV. 1550,Comuna 6,Point (101074.10089886 102529.69706887),-58.45158942,-34.6064658,MULTIPLE,MOTO,MULTIPLE,101074.10089886,102529.69706887,CABALLITO,Martes
2020-0031,CONDUCTOR,MASCULINO,29,2020-06-30, Entre 21- 40,1.0,2020-06-30,2020.0,6.0,30.0,08:00:00,8.0,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",AVENIDA,"GARZON, EUGENIO, GRAL. AV.",LARRAYA,"GARZON, EUGENIO, GRAL. AV. y LARRAYA",Comuna 9,Point (97236.89442427 96825.16279174),-58.49344309,-34.65788529,MOTO-CARGAS,MOTO,CARGAS,97236.89442427,96825.16279174,LINIERS - MATADEROS - PARQUE AVELLANEDA,Martes
2020-0032,CONDUCTOR,MASCULINO,21,2020-07-10, Entre 21- 40,1.0,2020-07-10,2020.0,7.0,10.0,23:00:00,23.0,CORRIENTES AV. Y SERRANO,AVENIDA,CORRIENTES AV.,SERRANO,CORRIENTES AV. y SERRANO,Comuna 15,Point (101899.62680853 103651.59621952),-58.44259166,-34.59635137,MOTO-AUTO,MOTO,AUTO,101899.62680853,103651.59621952,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Viernes
2020-0033,CONDUCTOR,MASCULINO,32,2020-07-19, Entre 21- 40,1.0,2020-07-19,2020.0,7.0,19.0,06:25:00,6.0,"PAZ, GRAL. AV. Y DEL LIBERTADOR AV.",GRAL PAZ,"PAZ, GRAL. AV.",DEL LIBERTADOR AV.,"PAZ, GRAL. AV. y DEL LIBERTADOR AV.",Comuna 13,Point (99620.34936816 110483.29286598),-58.46743471,-34.53476874,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,99620.34936816,110483.29286598,BELGRANO - COLEGIALES - NUÃ‘EZ,Domingo
2020-0034,PEATON,FEMENINO,0,2020-08-02,Menos de 20,1.0,2020-08-02,2020.0,8.0,2.0,03:20:00,3.0,"MITRE, BARTOLOME Y ANCHORENA, TOMAS MANUEL DE, DR.",CALLE,"MITRE, BARTOLOME","ANCHORENA, TOMAS MANUEL DE, DR.","MITRE, BARTOLOME y ANCHORENA, TOMAS MANUEL DE, DR.",Comuna 3,Point (104725.24275395 102222.75498861),-58.41178158,-34.60922259,PEATON-AUTO,PEATON,AUTO,104725.24275395,102222.75498861,BALVANERA - SAN CRISTOBAL,Domingo
2020-0035,CONDUCTOR,MASCULINO,40,2020-08-04,Entre 41-60,1.0,2020-08-04,2020.0,8.0,4.0,05:30:00,5.0,"AU 25 DE MAYO ALTURA PUMACAHUA Y RECUERO, CASIMIRO, TTE. CNEL.",AUTOPISTA,AUTOPISTA 25 DE MAYO,,AUTOPISTA 25 DE MAYO y PUMACAHUA,Comuna 7,Point (101156.55025059 99210.16912341),-58.45068621,-34.63638927,MOTO-PASAJEROS,MOTO,PASAJEROS,101156.55025059,99210.16912341,FLORES - PARQUE CHACABUCO,Martes
2020-0036,PEATON,MASCULINO,72,2020-08-22,Entre 61-80,1.0,2020-08-07,2020.0,8.0,7.0,18:40:00,18.0,"SCALABRINI ORTIZ, RAUL AV. Y PARAGUAY",AVENIDA,"SCALABRINI ORTIZ, RAUL AV.",PARAGUAY,"SCALABRINI ORTIZ, RAUL AV. y PARAGUAY",Comuna 14,Point (103956.90165674 104600.93056775),-58.42016954,-34.5877879,PEATON-MOTO,PEATON,MOTO,103956.90165674,104600.93056775,PALERMO,Viernes
2020-0037,PEATON,MASCULINO,38,2020-08-29, Entre 21- 40,1.0,2020-08-29,2020.0,8.0,29.0,04:30:00,4.0,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. Y VARELA AV.",AVENIDA,"FERNANDEZ DE LA CRUZ, F., GRAL. AV.",VARELA AV.,"FERNANDEZ DE LA CRUZ, F., GRAL. AV. y VARELA AV.",Comuna 8,Point (102273.01728657 97084.66236498),-58.43850413,-34.65554754,PEATON-AUTO,PEATON,AUTO,102273.01728657,97084.66236498,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sabado
2020-0038,CONDUCTOR,MASCULINO,46,2020-08-30,Entre 41-60,2.0,2020-08-30,2020.0,8.0,30.0,04:00:00,4.0,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",Comuna 14,Point (105241.05562982 105080.52102657),-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,105241.05562982,105080.52102657,PALERMO,Domingo
2020-0038,CONDUCTOR,MASCULINO,64,2020-08-30,Entre 61-80,2.0,2020-08-30,2020.0,8.0,30.0,04:00:00,4.0,"LAS HERAS GENERAL AV. Y DIAZ, CNEL. AV.",AVENIDA,LAS HERAS GENERAL AV.,"DIAZ, CNEL. AV.","LAS HERAS GENERAL AV. y DIAZ, CNEL. AV.",Comuna 14,Point (105241.05562982 105080.52102657),-58.40617526,-34.58345898,AUTO-AUTO,AUTO,AUTO,105241.05562982,105080.52102657,PALERMO,Domingo
2020-0039,PEATON,MASCULINO,44,2020-09-01,Entre 41-60,,,,,,,,,,,,,,,,,,,,,,,
2020-0040,CONDUCTOR,MASCULINO,0,2020-09-12,Menos de 20,1.0,2020-09-12,2020.0,9.0,12.0,03:30:00,3.0,"CASTILLO, RAMON S., PRES. AV. Y CALLE 12",AVENIDA,"CASTILLO, RAMON S., PRES. AV.",CALLE 12 (NO OFICIAL),"CASTILLO, RAMON S., PRES. AV. y CALLE 12 (NO OFICIAL)",Comuna 2,Point (107160.34141948 105678.38284277),-58.38526125,-34.5780581,AUTO-OBJETO FIJO,AUTO,OBJETO FIJO,107160.34141948,105678.38284277,RECOLETA,Sabado
2020-0041,CONDUCTOR,MASCULINO,34,2020-09-28, Entre 21- 40,1.0,2020-09-28,2020.0,9.0,28.0,01:45:00,1.0,"CURAPALIGUE Y PERON, EVA AV.",AVENIDA,CURAPALIGUE,"PERON, EVA AV.","CURAPALIGUE y PERON, EVA AV.",Comuna 7,Point (101448.28844783 99373.44893645),-58.4475047,-34.63491705,MOTO-PASAJEROS,MOTO,PASAJEROS,101448.28844783,99373.44893645,FLORES - PARQUE CHACABUCO,Lunes
2020-0042,PEATON,FEMENINO,53,2020-09-29,Entre 41-60,1.0,2020-09-29,2020.0,9.0,29.0,17:10:00,17.0,"DIAZ, ANA Y SOLDADO DE LA FRONTERA AV.",AVENIDA,"DIAZ, ANA",SOLDADO DE LA FRONTERA AV.,"DIAZ, ANA y SOLDADO DE LA FRONTERA AV.",Comuna 8,Point (99619.02595373 94158.58480023),-58.46745752,-34.68192648,PEATON-PASAJEROS,PEATON,PASAJEROS,99619.02595373,94158.58480023,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Martes
2020-0043,PEATON,MASCULINO,64,2020-09-30,Entre 61-80,1.0,2020-09-30,2020.0,9.0,30.0,17:20:00,17.0,"ALEM, LEANDRO N. AV. Y PARAGUAY",AVENIDA,"ALEM, LEANDRO N. AV.",PARAGUAY,"ALEM, LEANDRO N. AV. y PARAGUAY",Comuna 1,Point (108372.80843298 103556.18483992),-58.37202621,-34.59717942,PEATON-PASAJEROS,PEATON,PASAJEROS,108372.80843298,103556.18483992,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Miercoles
2020-0044,CONDUCTOR,MASCULINO,43,2020-10-05,Entre 41-60,1.0,2020-10-05,2020.0,10.0,5.0,00:20:00,0.0,LA PLATA AV. E INDEPENDENCIA,AVENIDA,LA PLATA AV.,INDEPENDENCIA AV.,LA PLATA AV. e INDEPENDENCIA AV.,Comuna 6,Point (103255.81315650 100797.78656418),-58.42779702,-34.62207347,AUTO-AUTO,AUTO,AUTO,103255.8131565,100797.78656418,CABALLITO,Lunes
2020-0045,CONDUCTOR,MASCULINO,50,2020-10-19,Entre 41-60,1.0,2020-10-19,2020.0,10.0,19.0,03:00:00,3.0,"PAZ, GRAL. AV. Y 27 DE FEBRERO AV.",GRAL PAZ,"PAZ, GRAL. AV.",27 DE FEBRERO AV.,"PAZ, GRAL. AV. y 27 DE FEBRERO AV.",Comuna 8,Point (100077.95205948 91571.23307293),-58.46244952,-34.70524971,AUTO-CARGAS,AUTO,CARGAS,100077.95205948,91571.23307293,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Lunes
2020-0046,CONDUCTOR,MASCULINO,41,2020-10-27,Entre 41-60,1.0,2020-10-27,2020.0,10.0,27.0,21:00:00,21.0,"NAZCA AV. Y CARRANZA, ADOLFO P.",AVENIDA,NAZCA AV.,"CARRANZA, ADOLFO P.","NAZCA AV. y CARRANZA, ADOLFO P.",Comuna 11,Point (98064.49909649 102385.10228515),-58.4844016,-34.60776782,MOTO-MOTO,MOTO,MOTO,98064.49909649,102385.10228515,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Martes
2020-0047,PEATON,MASCULINO,15,2020-10-27,Menos de 20,1.0,2020-10-27,2020.0,10.0,27.0,14:00:00,14.0,AUTOPISTA CAMPORA ALTURA LACARRA AV.,AUTOPISTA,AUTOPISTA PRESIDENTE HECTOR J. CAMPORA,LACARRA AV.,AUTOPISTA PRESIDENTE HÃ‰CTOR J. CÃMPORA y LACARRA AV.,Comuna 9,Point (99689.80114953 97506.41939342),-58.46668375,-34.65174801,PEATON-CARGAS,PEATON,CARGAS,99689.80114953,97506.41939342,LINIERS - MATADEROS - PARQUE AVELLANEDA,Martes
2020-0048,CONDUCTOR,MASCULINO,41,2020-10-29,Entre 41-60,1.0,2020-10-29,2020.0,10.0,29.0,20:20:00,20.0,DORREGO AV. 614,AVENIDA,DORREGO AV.,,DORREGO AV. 614,Comuna 15,Point (101257.88680240 103998.57805569),-58.4495878,-34.59322448,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,101257.8868024,103998.57805569,AGRONOMIA - CHACARITA -  PARQUE CHAS -  PATERNAL - VILLA CRESPO - VILLA ORTUZAR,Jueves
2020-0049,PEATON,MASCULINO,36,2020-10-30, Entre 21- 40,1.0,2020-10-30,2020.0,10.0,30.0,20:00:00,20.0,"DEL LIBERTADOR AV. Y RAMOS MEJIA, JOSE MARIA, DR. AV.",AVENIDA,DEL LIBERTADOR AV.,"RAMOS MEJIA, JOSE MARIA, DR. AV.","DEL LIBERTADOR AV. y RAMOS MEJIA, JOSE MARIA, DR. AV.",Comuna 1,Point (108069.68986814 104046.20018024),-58.37533517,-34.59276462,PEATON-AUTO,PEATON,AUTO,108069.68986814,104046.20018024,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Viernes
2020-0050,PEATON,FEMENINO,28,2020-11-01, Entre 21- 40,1.0,2020-11-01,2020.0,11.0,1.0,22:00:00,22.0,SANTA FE AV. Y GODOY CRUZ,AVENIDA,SANTA FE AV.,GODOY CRUZ,SANTA FE AV. y GODOY CRUZ,Comuna 14,Point (103490.75904616 105613.31878847),-58.42525456,-34.57866344,PEATON-MOTO,PEATON,MOTO,103490.75904616,105613.31878847,PALERMO,Domingo
2020-0051,CONDUCTOR,MASCULINO,49,2020-11-05,Entre 41-60,1.0,2020-11-05,2020.0,11.0,5.0,00:40:00,0.0,AVELLANEDA AV. Y MERCEDES,AVENIDA,AVELLANEDA AV.,MERCEDES,AVELLANEDA AV. y MERCEDES,Comuna 10,Point (98015.81258802 99939.73589695),-58.48493828,-34.62981124,MOTO-AUTO,MOTO,AUTO,98015.81258802,99939.73589695,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Jueves
2020-0052,CICLISTA,MASCULINO,44,2020-11-07,Entre 41-60,1.0,2020-11-07,2020.0,11.0,7.0,06:50:00,6.0,TUCUMAN Y PUEYRREDON AV.,AVENIDA,TUCUMAN,PUEYRREDON AV.,TUCUMAN y PUEYRREDON AV.,Comuna 3,Point (105365.60153004 103041.51356366),-58.40480504,-34.60183884,BICICLETA-CARGAS,BICICLETA,CARGAS,105365.60153004,103041.51356366,BALVANERA - SAN CRISTOBAL,Sabado
2020-0053,PASAJERO_ACOMPAÑANTE,MASCULINO,27,2020-11-09, Entre 21- 40,1.0,2020-11-09,2020.0,11.0,9.0,03:30:00,3.0,"ALCORTA, AMANCIO AV. Y EINSTEIN, ALBERTO",AVENIDA,"ALCORTA, AMANCIO AV.","EINSTEIN, ALBERTO","ALCORTA, AMANCIO AV. y EINSTEIN, ALBERTO",Comuna 4,Point (104770.59856807 97235.72066953),-58.41125934,-34.6541774,AUTO-AUTO,AUTO,AUTO,104770.59856807,97235.72066953,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Lunes
2020-0054,CICLISTA,MASCULINO,59,2020-11-23,Entre 41-60,1.0,2020-11-19,2020.0,11.0,19.0,09:00:00,9.0,INCLAN Y ALBERTI,CALLE,INCLAN,ALBERTI,INCLAN y ALBERTI,Comuna 4,Point (105844.27941538 99942.63399522),-58.39956546,-34.6297708,BICICLETA-AUTO,BICICLETA,AUTO,105844.27941538,99942.63399522,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Jueves
2020-0055,PEATON,MASCULINO,91,2020-12-11,Más de 80,1.0,2020-11-19,2020.0,11.0,19.0,12:30:00,12.0,OLAZABAL AV. 5437,AVENIDA,OLAZABAL AV.,,OLAZABAL AV. 5437,Comuna 12,Point (97544.91851020 105610.70316243),-58.49005682,-34.5786897,PEATON-CARGAS,PEATON,CARGAS,97544.9185102,105610.70316243,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Jueves
2020-0056,CONDUCTOR,FEMENINO,34,2020-11-21, Entre 21- 40,1.0,2020-11-21,2020.0,11.0,21.0,13:00:00,13.0,"PAZ, GRAL. AV. Y DOCTOR RAMON CARRILLO",GRAL PAZ,"PAZ, GRAL. AV.","ROCA, CNEL. AV.","PAZ, GRAL. AV. y ROCA, CNEL. AV.",Comuna 8,Point (99327.01838497 92326.91130631),-58.47064556,-34.69843756,MOTO-CARGAS,MOTO,CARGAS,99327.01838497,92326.91130631,VILLA LUGANO - VILLA RIACHUELO - VILLA SOLDATI,Sabado
2020-0057,PEATON,MASCULINO,84,2020-11-23,Más de 80,1.0,2020-11-23,2020.0,11.0,23.0,07:45:00,7.0,"NAZCA AV. Y VIALE, LUIS",AVENIDA,NAZCA AV.,"VIALE, LUIS","NAZCA AV. y VIALE, LUIS",Comuna 11,Point (98925.55646359 101088.30104271),-58.4750156,-34.61945902,PEATON-AUTO,PEATON,AUTO,98925.55646359,101088.30104271,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Lunes
2020-0058,PEATON,MASCULINO,57,2020-11-25,Entre 41-60,1.0,2020-11-24,2020.0,11.0,24.0,16:00:00,16.0,"OLIVERA AV. Y FALCON, RAMON L., CNEL.",AVENIDA,OLIVERA AV.,"FALCON, RAMON L.,CNEL.","OLIVERA AV. y FALCON, RAMON L.,CNEL.",Comuna 10,Point (97801.31825511 99194.93911759),-58.48727942,-34.63652467,PEATON-AUTO,PEATON,AUTO,97801.31825511,99194.93911759,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Martes
2020-0059,PEATON,FEMENINO,49,2020-12-14,Entre 41-60,1.0,2020-12-01,2020.0,12.0,1.0,06:35:00,6.0,BRASIL 1100,CALLE,BRASIL,,BRASIL 1100,Comuna 1,Point (107682.84851121 100144.13011242),-58.3795169,-34.62794241,PEATON-PASAJEROS,PEATON,PASAJEROS,107682.84851121,100144.13011242,CONSTITUCION - MONTSERRAT - PUERTO MADERO - RETIRO - SAN NICOLAS - SAN TELMO,Martes
2020-0060,PEATON,FEMENINO,69,2020-12-03,Entre 61-80,1.0,2020-12-03,2020.0,12.0,3.0,20:30:00,20.0,"HOMERO Y PERON, EVA AV.",AVENIDA,HOMERO,"PERON, EVA AV.","HOMERO y PERON, EVA AV.",Comuna 9,Point (98697.55944704 96954.54248093),-58.47750832,-34.65672199,PEATON-MOTO,PEATON,MOTO,98697.55944704,96954.54248093,LINIERS - MATADEROS - PARQUE AVELLANEDA,Jueves
2020-0061,CONDUCTOR,MASCULINO,45,2020-12-04,Entre 41-60,1.0,2020-12-03,2020.0,12.0,3.0,14:40:00,14.0,"CANTILO, INT. Y UDAONDO, GUILLERMO AV.",AUTOPISTA,"CANTILO, INT.","UDAONDO, GUILLERMO AV.","CANTILO, INT. y UDAONDO, GUILLERMO AV.",Comuna 13,Point (101287.58627255 109848.96522762),-58.44927253,-34.54048625,MOTO-CARGAS,MOTO,CARGAS,101287.58627255,109848.96522762,BELGRANO - COLEGIALES - NUÃ‘EZ,Jueves
2020-0062,CICLISTA,MASCULINO,47,2020-12-04,Entre 41-60,1.0,2020-12-04,2020.0,12.0,4.0,17:19:00,17.0,MORENO 1845,CALLE,MORENO,,MORENO 1845,Comuna 3,Point (106496.91403350 101854.18791210),-58.39246272,-34.61253541,BICICLETA-PASAJEROS,BICICLETA,PASAJEROS,106496.9140335,101854.1879121,BALVANERA - SAN CRISTOBAL,Viernes
2020-0063,PEATON,MASCULINO,38,2020-12-05, Entre 21- 40,2.0,2020-12-05,2020.0,12.0,5.0,07:10:00,7.0,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,Comuna 11,Point (94080.62190808 102083.62453795),-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO,94080.62190808,102083.62453795,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Sabado
2020-0063,PASAJERO_ACOMPAÑANTE,MASCULINO,21,2020-12-05, Entre 21- 40,2.0,2020-12-05,2020.0,12.0,5.0,07:10:00,7.0,NUEVA YORK Y ALTA GRACIA,CALLE,NUEVA YORK,ALTA GRACIA,NUEVA YORK y ALTA GRACIA,Comuna 11,Point (94080.62190808 102083.62453795),-58.52783814,-34.61047001,PEATON_MOTO-MOTO,PEATON_MOTO,MOTO,94080.62190808,102083.62453795,VILLA DEL PARQUE - VILLA  DEVOTO - VILLA GRAL. MITRE - VILLA SANTA RITA,Sabado
2020-0065,CONDUCTOR,MASCULINO,24,2020-12-06, Entre 21- 40,1.0,2020-12-05,2020.0,12.0,5.0,16:00:00,16.0,"PAZ, GRAL. AV. Y GOYENECHE, ROBERTO PARQUE AV.",GRAL PAZ,"PAZ, GRAL. AV.","GOYENECHE, ROBERTO PARQUE AV.","PAZ, GRAL. AV. y GOYENECHE, ROBERTO PARQUE AV.",Comuna 12,Point (97243.88021302 108974.21974638),-58.49332664,-34.54836855,MOTO-AUTO,MOTO,AUTO,97243.88021302,108974.21974638,COGHLAN - SAAVEDRA - VILLA PUEYRREDON - VILLA URQUIZA,Sabado
2020-0066,CONDUCTOR,MASCULINO,27,2020-12-07, Entre 21- 40,1.0,2020-12-07,2020.0,12.0,7.0,04:30:00,4.0,AUTOPISTA PERITO MORENO ALTURA ESTACION DE TREN VILLA LURO,AUTOPISTA,AUTOPISTA PERITO MORENO,,AUTOPISTA PERITO MORENO (ALTURA ESTACION DE TREN VILLA LURO),Comuna 10,Point (96471.01552298 99259.49298489),-58.50178784,-34.63593897,MOTO-OBJETO FIJO,MOTO,OBJETO FIJO,96471.01552298,99259.49298489,FLORESTA - MONTE CASTRO - VELEZ SARSFIELD - VERSALLES - VILLA LURO - VILLA REAL,Lunes
2020-0067,PEATON,MASCULINO,51,2020-12-11,Entre 41-60,1.0,2020-12-11,2020.0,12.0,11.0,22:00:00,22.0,SAENZ AV. Y BEAZLEY,AVENIDA,SAENZ AV.,BEAZLEY,SAENZ AV. y BEAZLEY,Comuna 4,Point (104283.01090451 97171.08656182),-58.41657793,-34.65476216,PEATON-PASAJEROS,PEATON,PASAJEROS,104283.01090451,97171.08656182,BARRACAS - BOCA - NUEVA POMPEYA - PARQUE PATRICIOS,Viernes
